block,item_id_A,name_A,brand_A,size_A,item_id_B,name_B,brand_B,size_B,score,token_jaccard,block_cols
mighty spark|weight:4,2065170,"(2 pack) Mighty Spark Honey & Jalapeno Chicken Snack Sticks, 4 oz, 4 Count Pack",Mighty Spark,,1091739,"Mighty Spark Chicken Snack Sticks, Honey & Jalapeno",Mighty Spark,4 ounce,95.0,0.7273,brand_norm+size_bucket
sure|weight:2.7,1925962,"Sure Original Solid Antiperspirant & Deodorant, 48HR Protection, Regular Scent, 2.7 OZ",Sure,,114359,Sure 48Hr Original Solid Regular Antiperspirant & Deodorant,Sure,2.7 ounce,95.0,0.7273,brand_norm+size_bucket
pure leaf|volume:64,2197834,Pure Leaf Zero Sugar Real Brewed Tea Sweet 64 Fl Oz,Pure Leaf,,953252,Pure Leaf Zero Sugar Real Sweet Brewed Tea,Pure Leaf,64 fl. oz.,95.0,0.7273,brand_norm+size_bucket
count:40,2080848,"Great Value Green Tea Tea Bags, 40 ct",Great Value,,103772,"Wegmans Green Tea Bags, 40 Tea Bags",Wegmans,40 ct.,95.0,0.8,size_bucket
weight:8,356384,"Great Value Low-Moisture Part-Skim Mozzarella Shredded Cheese, 8 oz Bag",Great Value,,91728,Wegmans Low-Moisture Part-Skim Shredded Mozzarella Cheese,Wegmans,8 ounce,95.0,0.7778,size_bucket
weight:8,1929544,"Great Value Organic Tomato Sauce, 8 oz",Great Value,,105624,Wegmans Organic Tomato Sauce,Wegmans,8 ounce,95.0,0.75,size_bucket
weight:16,2070247,"Great Value Sliced Strawberries with Sugar, 16 oz (Frozen)",Great Value,16 oz,94967,Wegmans Frozen Sliced Strawberries with Sugar,Wegmans,16 ounce,95.0,0.7143,size_bucket
weight:16,2196242,"(6 pack) Great Value Dark Red Kidney Beans, No Salt Added, 15.5 oz",Great Value,15.5 oz,95581,Wegmans No Salt Added Dark Red Kidney Beans,Wegmans,15.5 ounce,95.0,0.7,size_bucket
volume:8,2268410,"(4 pack) Equate Kids Broad Spectrum Sunscreen Lotion, SPF 50, 8 fl oz",Equate,8 fl oz,1090103,"Wegmans Kids, Broad Spectrum, SPF 50, Sunscreen Lotion",Wegmans,8 fl. oz.,95.0,0.7,size_bucket
weight:8,1930544,"Great Value Low-Moisture Part-Skim Mozzarella Finely Shredded Cheese, 8 oz Bag",Great Value,,91728,Wegmans Low-Moisture Part-Skim Shredded Mozzarella Cheese,Wegmans,8 ounce,95.0,0.7,size_bucket
weight:7,2270691,Marketside Chocolate Fudge 7 oz.,Marketside,7 oz,959571,Wegmans Chocolate Fudge,Wegmans,7 ounce,95.0,0.6667,size_bucket
weight:16,2127732,"Great Value Frozen Peas & Carrots, 16 oz",Great Value,,93323,Wegmans Frozen Peas and Carrots,Wegmans,16 ounce,95.0,0.6667,size_bucket
weight:12,2116497,"Great Value Premium Chunk Chicken Breast, in Water, 12.5 oz, Can",Great Value,,103750,Wegmans Premium Chunk Chicken Breast in Water,Wegmans,12.5 ounce,95.0,0.6667,size_bucket
weight:16,2070189,"Great Value Frozen Cut Leaf Spinach, 16 oz",Great Value,,93316,Wegmans Frozen Cut Leaf Spinach,Wegmans,16 ounce,95.0,0.6667,size_bucket
weight:16,2258321,"Great Value Whole Milk Low-Moisture Mozzarella Cheese, 16 oz Packet",Great Value,16 oz (1 LB) 454g,92507,Wegmans Low-Moisture Whole Milk Mozzarella Cheese,Wegmans,16 ounce,95.0,0.6667,size_bucket
weight:8,2070373,"Great Value White Cheddar Cheese Block, Sharp, 8 oz",Great Value,8 oz.,91802,"Wegmans Cheese, Cheddar, Sharp, White",Wegmans,8 ounce,95.0,0.6667,size_bucket
weight:16,1952105,"(12 pack) Great Value Dark Red Kidney Beans, No Salt Added, 15.5 oz",Great Value,,95581,Wegmans No Salt Added Dark Red Kidney Beans,Wegmans,15.5 ounce,95.0,0.6364,size_bucket
weight:10,1921849,"Marketside Organic Cauliflower Florets, 10 oz",Marketside,,88852,Wegmans Organic Cauliflower Florets,Wegmans,10 ounce,95.0,0.6,size_bucket
weight:14,2127530,"Great Value Instant Brown Rice, 14 oz",Great Value,,97347,Wegmans Instant Brown Rice,Wegmans,14 ounce,95.0,0.6,size_bucket
weight:12,1930414,"Great Value Pearl Onions, 12 oz (Frozen)",Great Value,,94264,Wegmans Frozen Pearl Onions,Wegmans,12 ounce,95.0,0.6,size_bucket
weight:32,1929423,"Great Value Part Skim Ricotta Cheese, 32 oz Tub",Great Value,,93003,Wegmans Part Skim Ricotta Cheese,Wegmans,32 ounce,95.0,0.5714,size_bucket
weight:16,2194012,"Marketside Challah Bread, 16 oz",Marketside,16 oz,91321,Wegmans Challah Bread,Wegmans,16 ounce,95.0,0.5,size_bucket
weight:16,2075041,"Great Value Frozen Blueberries, 16 oz",Great Value,,93336,Wegmans Frozen Blueberries,Wegmans,16 ounce,95.0,0.5,size_bucket
weight:7,2268391,Marketside Chocolate Peanut Butter Fudge 7 oz.,Marketside,7 oz,958223,Wegmans Peanut Butter Fudge,Wegmans,7 ounce,90.0,0.6,size_bucket
weight:8,1949064,"(8 pack) Great Value Organic Tomato Sauce, 8 oz",Great Value,,105624,Wegmans Organic Tomato Sauce,Wegmans,8 ounce,90.0,0.6,size_bucket
weight:6,1949558,"(6 pack) Great Value Organic Tomato Paste, 6 oz, Can",Great Value,,95612,Wegmans Organic Tomato Paste,Wegmans,6 ounce,90.0,0.5,size_bucket
weight:12,2127539,"(4 pack) Great Value Honey Dijon Mustard, 12 oz",Great Value,12 oz,105632,Wegmans Honey Dijon Mustard,Wegmans,11.9 ounce,90.0,0.5,size_bucket
weight:19,2257999,"Great Value Organic Tomato Basil Soup, 18.6 oz",Great Value,,1703499,Wegmans Tomato Basil Soup,Wegmans,19 ounce,90.0,0.5,size_bucket
weight:16,2196846,(2 pack) Great Value Pinto Beans 1 Lb,Great Value,,95567,Wegmans Pinto Beans,Wegmans,15.5 ounce,90.0,0.5,size_bucket
weight:32,2123475,PEACHES 2LB,Marketside,,1083007,Wegmans Peaches,Wegmans,2 lb.,90.0,0.5,size_bucket
weight:14,361445,"Great Value French-Style Green Beans, Gluten-Free, 14.5 oz",Great Value,,104123,Wegmans French Style Green Beans,Wegmans,14.5 ounce,90.0,0.5,size_bucket
weight:16,1952106,"(12 pack) Great Value Dark Red Kidney Beans, 15.5 oz",Great Value,,95495,Wegmans Dark Red Kidney Beans,Wegmans,15.5 ounce,90.0,0.5,size_bucket
volume:64,914303,"Great Value 100% Grape Juice, 64 fl oz",Great Value,,102293,Wegmans 100% Grape Juice,Wegmans,64 fl. oz.,90.0,0.5,size_bucket
weight:16,1931438,"Great Value Apple Cinnamon Pancake & Waffle Mix, 16 oz Box",Great Value,16 oz,98939,Wegmans Pancake & Waffle Mix,Wegmans,16 ounce,90.0,0.4444,size_bucket
weight:16,1929239,"Great Value Pumpkin Spice Pancake & Waffle Mix, 16 oz Box",Great Value,16 oz,98939,Wegmans Pancake & Waffle Mix,Wegmans,16 ounce,90.0,0.4444,size_bucket
weight:14,2120819,"Great Value Sweetened Original Whipped Light Cream, 14 Oz",Great Value,,92630,Wegmans Whipped Light Cream,Wegmans,14 ounce,90.0,0.4286,size_bucket
volume:32,2196155,"(3 pack) Great Value Apple Cider Vinegar, 32 fl oz",Great Value,32 fl oz,101701,Wegmans Apple Cider Vinegar,Wegmans,32 fl. oz.,90.0,0.4286,size_bucket
weight:15,2116415,"(4 pack) Great Value Organic Tomato Sauce, 15 oz Can",Great Value,,103620,Wegmans Organic Tomato Sauce,Wegmans,15 ounce,90.0,0.4286,size_bucket
volume:64,2127625,"(2 pack) Great Value 100% Prune Juice, 64 fl oz",Great Value,,96418,Wegmans 100% Prune Juice,Wegmans,64 fl. oz.,90.0,0.4286,size_bucket
weight:16,1952100,"(12 pack) Great Value Great Northern Beans, 15.5 oz",Great Value,,105646,Wegmans Great Northern Beans,Wegmans,15.5 ounce,90.0,0.4286,size_bucket
weight:16,2258659,"bettergoods Gluten-Free Carrot Cake Pancake and Waffle Mix, 16 oz",bettergoods,16 oz,98939,Wegmans Pancake & Waffle Mix,Wegmans,16 ounce,90.0,0.4,size_bucket
weight:16,2196243,"(6 pack) Great Value Pinto Beans, 15.5 oz",Great Value,15.5 oz,95567,Wegmans Pinto Beans,Wegmans,15.5 ounce,90.0,0.4,size_bucket
weight:16,2127717,"(4 pack) Great Value Apple Cinnamon Pancake & Waffle Mix, 16 oz Box",Great Value,16 oz,98939,Wegmans Pancake & Waffle Mix,Wegmans,16 ounce,90.0,0.4,size_bucket
weight:24,2197652,"(4 pack) Great Value Quick Grits, 24 oz",Great Value,,101451,Wegmans Quick Grits,Wegmans,24 ounce,90.0,0.4,size_bucket
weight:18,2127532,"(3 pack) Great Value Peach Preserves, 18 oz",Great Value,,96946,Wegmans Peach Preserves,Wegmans,18 ounce,90.0,0.4,size_bucket
weight:16,2127663,"(6 pack) Great Value Pumpkin Spice Pancake & Waffle Mix, 16 oz Box",Great Value,16 oz,98939,Wegmans Pancake & Waffle Mix,Wegmans,16 ounce,90.0,0.4,size_bucket
weight:6,2252377,"(24 pack) Great Value Tomato Paste, 6 oz",Great Value,,95455,Wegmans Tomato Paste,Wegmans,6 ounce,90.0,0.4,size_bucket
weight:14,1922095,"Marketside Blueberry & Chocolate Chip Muffins, 14 oz, 4 Count",Marketside,,1855954,Wegmans Chocolate Chip Muffins,Wegmans,13.5 ounce,90.0,0.375,size_bucket
weight:15,1952088,"(12 pack) Great Value Organic Pinto Beans, Canned, 15 oz",Great Value,,104497,Wegmans Organic Pinto Beans,Wegmans,15 ounce,90.0,0.375,size_bucket
weight:15,1952091,"(12 pack) Great Value Organic Black Beans, Canned, 15 oz",Great Value,,95484,Wegmans Organic Black Beans,Wegmans,15 ounce,90.0,0.375,size_bucket
weight:16,2221381,(12 pack) Great Value Black Beans 15.5 Oz,Great Value,15.5 oz,95424,Wegmans Black Beans,Wegmans,15.5 ounce,90.0,0.3333,size_bucket
weight:16,1952084,"(12 pack) Great Value Pinto Beans, 15.5 oz",Great Value,,95567,Wegmans Pinto Beans,Wegmans,15.5 ounce,90.0,0.3333,size_bucket
weight:8,2261419,"Great Value Light Whipped Topping, 8 oz Tub (Frozen)",Great Value,,93360,Wegmans Whipped Topping,Wegmans,8 ounce,90.0,0.3333,size_bucket
weight:16,1952086,"(12 pack) Great Value Orzo Pasta, 16 oz",Great Value,,100177,Wegmans Orzo Pasta,Wegmans,16 ounce,90.0,0.3333,size_bucket
weight:19,2120258,"Great Value Traditional Vegetable Soup, 18.8 oz Can",Great Value,,99340,Wegmans Vegetable Soup,Wegmans,19 ounce,90.0,0.3333,size_bucket
weight:12,1934167,"Freshness Guaranteed Blueberry Mini Muffins, 12 oz Clamshell, 12 Count",Freshness Guaranteed,,1855953,Wegmans Blueberry Mini Muffins,Wegmans,12 ounce,90.0,0.3333,size_bucket
volume:34,2197975,"Great Value Lime Tonic Water, 33.8 fl oz",Great Value,,1090227,Wegmans Tonic Water,Wegmans,33.8 fl. oz.,90.0,0.3333,size_bucket
volume:16,2204095,"Great Value Creamy French Dressing, 16 fl oz",Great Value,,1170881,Wegmans French Dressing,Wegmans,16 fl. oz.,90.0,0.3333,size_bucket
weight:14,2117123,"(4 pack) Great Value Organic No Salt Added Petite Diced Tomatoes, 14.5 oz",Great Value,14.5 oz,95585,Wegmans Petite Diced Tomatoes,Wegmans,14.5 ounce,90.0,0.3,size_bucket
volume:32,2116515,"(3 pack) Great Value Organic Raw Unfiltered Apple Cider Vinegar, 32 fl oz",Great Value,32 fl oz,101701,Wegmans Apple Cider Vinegar,Wegmans,32 fl. oz.,90.0,0.3,size_bucket
weight:28,2077279,"bettergoods San Marzano Style Crushed Tomatoes, 28 oz",bettergoods,,95437,Wegmans Crushed Tomatoes,Wegmans,28 ounce,90.0,0.2857,size_bucket
weight:28,2068442,"bettergoods San Marzano Style Whole Tomatoes, 28 oz",bettergoods,,96877,Wegmans Whole Tomatoes,Wegmans,28 ounce,90.0,0.2857,size_bucket
volume:64,361444,"Great Value Original 100% Orange Juice, 64 fl oz",Great Value,,88732,Wegmans Orange Juice,Wegmans,64 fl. oz.,90.0,0.2857,size_bucket
weight:15,1949526,"(6 pack) Great Value Sliced Potatoes, Canned Potatoes, 15 oz Can",Great Value,,102128,Wegmans Sliced Potatoes,Wegmans,15 ounce,90.0,0.2857,size_bucket
volume:34,2196940,"Great Value Diet Lime Tonic Water, 1L Plastic Bottle",Great Value,,1090227,Wegmans Tonic Water,Wegmans,33.8 fl. oz.,90.0,0.2857,size_bucket
volume:34,2088881,"Great Value Club Soda, 33.8 oz Shelf Stable Plastic Bottle",Great Value,1 liter,1090224,Wegmans Club Soda,Wegmans,33.8 fl. oz.,90.0,0.25,size_bucket
weight:10,2103064,"Great Value Miniature Marshmallows, 10.5 oz",Great Value,,95476,Wegmans Marshmallows,Wegmans,10 ounce,90.0,0.25,size_bucket
weight:28,2116319,"(3 pack) Great Value Organic Crushed Tomatoes with Basil, 28 oz",Great Value,,95437,Wegmans Crushed Tomatoes,Wegmans,28 ounce,90.0,0.25,size_bucket
weight:10,2103063,"Great Value Flavored Marshmallows, 10.5 oz",Great Value,,95476,Wegmans Marshmallows,Wegmans,10 ounce,90.0,0.25,size_bucket
volume:46,2258087,"(2 pack) Great Value 100% Fresh-Pressed Tomato Juice, 46 fl oz",Great Value,46 fl oz,104547,Wegmans Tomato Juice,Wegmans,46 fl. oz.,90.0,0.2222,size_bucket
weight:16,2070036,"(12 pack) Great Value Pinto Beans, No Salt Added, 15.5 oz",Great Value,,95567,Wegmans Pinto Beans,Wegmans,15.5 ounce,90.0,0.2222,size_bucket
count:90,2072973,"Equate Fiber Supplement Assorted Fruit Flavors Chewable Tablets, 90 Count",Equate,,1866390,Wegmans Fiber Supplement,Wegmans,90 ct.,90.0,0.2222,size_bucket
weight:8,2127591,"(4 pack) Great Value Rippled Cheddar & Sour Cream Potato Chips, 8 oz Bag",Great Value,8 oz,91723,Wegmans Sour Cream,Wegmans,8 ounce,90.0,0.2,size_bucket
volume:64,2202055,"(4 pack) Great Value 100% Fresh-Pressed Spiced Apple Cider, 64 fl oz",Great Value,,88658,Wegmans Apple Cider,Wegmans,64 fl. oz.,90.0,0.2,size_bucket
volume:16,2194185,"(3 pack) Great Value Raspberry Lemonade, 16 fl oz",Great Value,16 fl oz,89156,Wegmans Lemonade,Wegmans,16 fl. oz.,90.0,0.1667,size_bucket
weight:20,2127542,"(6 pack) Great Value Spicy Tomato Ketchup, 20 oz",Great Value,,95539,Wegmans Ketchup,Wegmans,20 ounce,90.0,0.1667,size_bucket
volume:16,2196936,"(3 pack) Great Value Classic Lemonade, 16 fl oz",Great Value,16 fl oz,89156,Wegmans Lemonade,Wegmans,16 fl. oz.,90.0,0.1667,size_bucket
weight:13,1934144,"Freshness Guaranteed Chocolate Brownies, 13 oz, (4 Count)",Freshness Guaranteed,,955127,Wegmans Brownie,Wegmans,13 ounce,90.0,0.0,size_bucket
weight:6,2268482,"Freshness Guaranteed Guava Cheesecake Slices, 6 oz, 2 Count (Refrigerated)",Freshness Guaranteed,6oz,91482,Wegmans Cake Slice,Wegmans,6 ounce,90.0,0.0,size_bucket
weight:10,2121084,"(12 pack) Great Value Mild Diced Tomatoes with Green Chilies, 10 oz",Great Value,10 oz,99141,"Wegmans Diced Tomatoes with Green Chilies, Mild Heat",Wegmans,10 ounce,89.1358,0.5455,size_bucket
weight:5.5,2113867,"Equate Sport Broad Spectrum Sunscreen, SPF 50, 5.5 oz",Equate,,115215,Wegmans Sport Broad Spectrum SPF 50 Clear Continuous Spray Sunscreen,Wegmans,5.5 ounce,88.9873,0.6,size_bucket
weight:8,2119258,"Great Value Sliced Pepper Jack Cheese, 8 oz",Great Value,8 oz,91759,"Wegmans Pepper Jack Cheese, Thin Sliced",Wegmans,8 ounce,86.3636,0.6667,size_bucket
weight:16,1931548,"Great Value 1% Milkfat Small Curd Low fat Cottage Cheese, 16 oz",Great Value,,92626,"Wegmans Lowfat Small Curd Cottage Cheese, 1% Milkfat",Wegmans,16 ounce,86.3636,0.5,size_bucket
weight:24,1931547,"Great Value 1% Milkfat Small Curd Low fat Cottage Cheese, 24 oz",Great Value,,92652,"Wegmans Lowfat Small Curd Cottage Cheese, 1% Milkfat",Wegmans,24 ounce,86.3636,0.5,size_bucket
volume:32,2070317,"Great Value Ultra-Pasteurized Light Cream, 32 fl oz",Great Value,,91792,"Wegmans Ultra-Pasteurized Light Cream, Quart",Wegmans,32 fl. oz.,86.0938,0.5,size_bucket
weight:15,2121078,"(24 pack) Great Value No Salt Added Golden Sweet Whole Kernel Corn, 15.25 oz",Great Value,,104089,Wegmans No Salt Added Crisp N Sweet Whole Kernel Corn,Wegmans,15.25 ounce,85.7317,0.5,size_bucket
weight:8,1928480,"Great Value Whole Milk Low-Moisture Mozzarella Cheese, 8 oz Bag",Great Value,,91715,Wegmans Low-Moisture Whole Milk Mozzarella Shredded Cheese,Wegmans,8 ounce,85.6044,0.6667,size_bucket
weight:8,2068399,"Marketside Natural Sliced Oven Roasted Turkey, 8 oz",Marketside,,91790,Wegmans Oven Roasted Turkey Breast,Wegmans,8 ounce,85.5,0.4286,size_bucket
weight:24,2102790,"Great Value Naturally Hickory Smoked Thick Cut Sliced Bacon, 24 oz",Great Value,,956420,Wegmans Thick Sliced Center Cut Bacon,Wegmans,24 ounce,85.5,0.4,size_bucket
weight:12,2193930,"Freshness Guaranteed Baked Mini Blueberry Muffins, 11.8 oz, 12 Count",Freshness Guaranteed,,1855953,Wegmans Blueberry Mini Muffins,Wegmans,12 ounce,85.5,0.3,size_bucket
volume:64,2127626,"(4 pack) Great Value White Grape, Peach 100% Juice, 64 fl oz",Great Value,,104291,Wegmans Organic 100% Grape Juice,Wegmans,64 fl. oz.,85.5,0.3,size_bucket
weight:48,2066837,Pastel Unicorn Sheet Cake,Freshness Guaranteed,48 oz,91689,Wegmans 1/4 Sheet Chocolate Cake with Buttercreme,Wegmans,48 ounce,85.5,0.2857,size_bucket
weight:12,2196261,"(2 pack) bettergoods Gochujang Sauce, 12.5 oz",bettergoods,12.5 oz,91600,"Wegmans Dinner Rolls, 12 Pack",Wegmans,12 ounce,85.5,0.2857,size_bucket
count:50,2258787,"Great Value Everyday Paper Plates 7"", 50 Count",Great Value,,106019,"Wegmans Paper Plates, Large, 10""",Wegmans,50 ct.,85.5,0.2857,size_bucket
volume:64,2196861,"Great Value Pineapple 100% Juice, 64 fl oz",Great Value,,96418,Wegmans 100% Prune Juice,Wegmans,64 fl. oz.,85.5,0.2857,size_bucket
weight:15,1945272,"bettergoods Gluten Free Brown Butter Pecan Cookie Mix, 14.8 oz",bettergoods,14.8 oz,98978,Wegmans Gluten Free Chocolate Cake Mix,Wegmans,15.35 ounce,85.5,0.2727,size_bucket
weight:24,2066134,"Great Value Double Smoked Applewood Thick Cut Refrigerated Bacon, 24 oz",Great Value,,956420,Wegmans Thick Sliced Center Cut Bacon,Wegmans,24 ounce,85.5,0.2727,size_bucket
weight:32,1929914,"Great Value Low-Moisture Part-Skim Mozzarella Block Cheese, 32 oz Chunk",Great Value,,93003,Wegmans Part Skim Ricotta Cheese,Wegmans,32 ounce,85.5,0.2727,size_bucket
weight:15,2204118,"(6 pack) Great Value Italian Style Bread Crumbs, 15 oz",Great Value,15 oz,952234,Wegmans Plain Bread Crumbs,Wegmans,15 ounce,85.5,0.25,size_bucket
weight:11,2197653,"bettergoods Peanut Butter Brownie Granola, 11 oz",bettergoods,,91501,Wegmans Mini Peanut Butter Pie,Wegmans,11 ounce,85.5,0.25,size_bucket
weight:13,2197715,"Great Value Cinnamon Crunch Breakfast Cereal, 13.2 oz",Great Value,,951950,Wegmans Berry Corn Crunch Cereal,Wegmans,13 ounce,85.5,0.25,size_bucket
volume:96,1928500,"Great Value White Grape 100% Juice, 96 fl oz",Great Value,,100094,Wegmans 100% Apple Juice,Wegmans,96 fl. oz.,85.5,0.25,size_bucket
weight:39,1922162,"Marketside 10"" Baked Apple Pie, 38.8 oz Tray",Marketside,,91577,Wegmans Large Apple Pie,Wegmans,39 ounce,85.5,0.25,size_bucket
weight:12,1949901,"(5 pack) Great Value Rice Squares Breakfast Cereal, 12 oz",Great Value,12 oz,101666,Wegmans Graham Squares Cereal,Wegmans,11.5 ounce,85.5,0.25,size_bucket
volume:96,2089721,"Great Value 100% Grape Juice Concord Grape, 96 fl oz",Great Value,96 fl oz,100094,Wegmans 100% Apple Juice,Wegmans,96 fl. oz.,85.5,0.25,size_bucket
weight:80,2120404,"(2 pack) Great Value Medium Grain Enriched Rice, 5 lb",Great Value,,105477,Wegmans Long Grain Brown Rice,Wegmans,5 lb.,85.5,0.25,size_bucket
weight:11,1921767,"Marketside Spring Mix, 11oz, Fresh",Marketside,,88639,"Wegmans Organic Spinach Spring Mix, FAMILY PACK",Wegmans,11 ounce,85.5,0.25,size_bucket
weight:7.2,2078078,Great Value Original Macaroni and Cheese 7.25 oz 5pk,Great Value,7.25 oz,95456,"Wegmans Mac 'n Cheese, Original",Wegmans,7.25 ounce,85.5,0.25,size_bucket
weight:7.2,1928723,Great Value Thick & Creamy 7.25oz 5pk Mac 'n Cheese,Great Value,,95456,"Wegmans Mac 'n Cheese, Original",Wegmans,7.25 ounce,85.5,0.25,size_bucket
weight:45,2116499,"GV Basil & Garlic Pasta Sauce, 45oz",Great Value,45 oz,1891165,Wegmans Tomato Basil Sauce,Wegmans,45 ounce,85.5,0.25,size_bucket
weight:15,2382557,"Great Value Deluxe Moist Devil's Food Chocolate Cake Mix, 15.25 oz Box",Great Value,,98978,Wegmans Gluten Free Chocolate Cake Mix,Wegmans,15.35 ounce,85.5,0.2308,size_bucket
weight:15,2194133,"(4 pack) Great Value Deluxe Moist Devil's Food Chocolate Cake Mix, 15.25 oz",Great Value,,98978,Wegmans Gluten Free Chocolate Cake Mix,Wegmans,15.35 ounce,85.5,0.2308,size_bucket
volume:7.5,2126888,"(12 pack) Equate Liquid Hand Soap, Aloe Vera, with Moisturizers, 7.5 fl oz, Compare to Softsoap Soothing Aloe Vera Moisturizing Hand Soap",Equate,,106093,Wegmans Cucumber Melon Moisturizing Liquid Hand Soap,Wegmans,7.5 fl. oz.,85.5,0.2222,size_bucket
weight:11,2274415,"Marketside Buffalo Style Chicken Flatbread, 11.4 oz (Fresh)",Marketside,11.4 oz,1084865,Wegmans Buffalo Chicken Veggie Crust,Wegmans,11 ounce,85.5,0.2222,size_bucket
volume:64,2089720,"Great Value 100% Concord Grape Juice, 64 fl oz",Great Value,64 fl oz,97006,Wegmans 100% Juice Fruit Punch,Wegmans,64 fl. oz.,85.5,0.2222,size_bucket
weight:10,2068412,"Marketside Gluten-Free Dark Chocolate Hummus, 10 oz",Marketside,,114192,Wegmans Dark Chocolate Almond Bark,Wegmans,10 ounce,85.5,0.2222,size_bucket
weight:1.5,2387626,"Great Value Dark Chocolate with Almonds, 1.52 oz, 4 Count",Great Value,"1.52 oz, 4 Count",111000,Wegmans Dark Chocolate Caramel Egg,Wegmans,1.5 ounce,85.5,0.2222,size_bucket
weight:12,2264228,"Great Value Mocha Medium Roast Ground Coffee, 12 oz, Bag",Great Value,,98777,Wegmans Organic Bold Ground Coffee,Wegmans,12 ounce,85.5,0.2,size_bucket
volume:64,2127616,"(2 pack) Great Value 100% Juice Cranberry Blend, 64 fl oz",Great Value,64 fl oz,104291,Wegmans Organic 100% Grape Juice,Wegmans,64 fl. oz.,85.5,0.2,size_bucket
weight:16,1945275,"bettergoods Gluten Free Apple Cinnamon Muffin Mix, 15.6 oz",bettergoods,15.6 oz,954498,Wegmans Frozen Gluten Free Meatballs,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:16,2070188,"Great Value Cauliflower, 16 oz",Great Value,,94393,Wegmans Frozen Cauliflower Florets,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:16,2258843,"Marketside Lamb Shoulder Chop, 0.5 - 1.0 lb",Marketside,,87898,Wegmans Ground Lamb,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:12,1931180,"Great Value Caramel Apple, Medium Roast, Ground Coffee, 12 oz",Great Value,12oz,98777,Wegmans Organic Bold Ground Coffee,Wegmans,12 ounce,85.5,0.2,size_bucket
weight:16,2383253,Great Value Yum Yum Sauce 16.5OZ,Great Value,,100133,Wegmans Mole Sauce,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:12,2051515,"Great Value Peppermint Bark, Medium Roast, Ground Coffee, 12 oz",Great Value,,98777,Wegmans Organic Bold Ground Coffee,Wegmans,12 ounce,85.5,0.2,size_bucket
volume:64,2093751,"Great Value Low Sodium Vegetable 100% Juice, 64 fl oz",Great Value,,104291,Wegmans Organic 100% Grape Juice,Wegmans,64 fl. oz.,85.5,0.2,size_bucket
weight:12,1920016,"Mainstays 3-Wick Glass Jar Candle, Apple Fritter, 11.5 oz",Mainstays,11.5 oz,91355,"Wegmans Apple Fritter, 4 Pack",Wegmans,12 ounce,85.5,0.2,size_bucket
weight:12,1935069,"Freshness Guaranteed Banana Streusel Mini Muffins, 12 oz, 12 Count",Freshness Guaranteed,,1855953,Wegmans Blueberry Mini Muffins,Wegmans,12 ounce,85.5,0.2,size_bucket
weight:16,2053967,"bettergoods Gluten Free Cranberry Orange Muffin Mix, 15.6 oz",bettergoods,15.6 oz,954498,Wegmans Frozen Gluten Free Meatballs,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:1.5,1930817,"Great Value Dark Chocolate with Almonds Bars, 1.52 oz, 6 Count",Great Value,,111000,Wegmans Dark Chocolate Caramel Egg,Wegmans,1.5 ounce,85.5,0.2,size_bucket
weight:14,1921855,"Marketside Oatmeal Chocolate Chunk Cookies, 13.5 oz, 6 Count, Baked",Marketside,,91367,Wegmans Mini Chocolate Chip Cookies,Wegmans,14 ounce,85.5,0.2,size_bucket
weight:12,2076932,(3 pack) Great Value Milk Chocolate Fluffy Nougat Bar 11.52oz,Great Value,11.52 oz,110901,Wegmans Milk Chocolate Cashews Tub,Wegmans,12.5 ounce,85.5,0.2,size_bucket
weight:16,2054687,"bettergoods Gluten Free Gingerbread Muffin Mix Carton, 15.6 oz",bettergoods,15.6 oz,954498,Wegmans Frozen Gluten Free Meatballs,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:7,2197876,"Great Value Premium Green Olives Stuffed with Blue Cheese, 7 oz",Great Value,,98197,Wegmans Queen Olives with Pimento,Wegmans,7 ounce,85.5,0.2,size_bucket
weight:16,2196359,"bettergoods Gluten Free Lemon Blueberry Muffin Mix, 15.6 oz",bettergoods,,954498,Wegmans Frozen Gluten Free Meatballs,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:16,2199231,"bettergoods Gluten-Free Orange Creme Muffin Mix, 15.6 oz",bettergoods,,954498,Wegmans Frozen Gluten Free Meatballs,Wegmans,16 ounce,85.5,0.2,size_bucket
weight:56,1951978,"Freshness Guaranteed 1/4 White Sheet Cake with Buttercreme Icing, 56 oz (Refrigerated Vanilla Cakes)",Freshness Guaranteed,,1088348,Wegmans 1/4 Sheet Chocolate Cake with Whipped Cream,Wegmans,56 ounce,85.5,0.1875,size_bucket
weight:18,2269597,"Freshness Guaranteed Glazed Chocolate Cake Donuts, 18 oz, 8 Count",Freshness Guaranteed,,1088254,Wegmans Chocolate Pistachio Mousse Cake,Wegmans,18 ounce,85.5,0.1818,size_bucket
volume:8,2072847,"Equate Vanilla High Protein Nutritional Shakes, 8 FL OZ, 6 Count",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1818,size_bucket
